PC1,PC2,Tipo,Archivo,Carpeta
23.131491671168277,-3.371027338685714,sana,hojasanaa.txt,06-02-2025
25.54675622172379,-0.963952600791179,sana,hojasanab.txt,06-02-2025
19.74161849448142,-5.179711864131078,sana,hojasanac.txt,06-02-2025
18.68463922635802,-4.3603419833713675,sana,hojasana d.txt,06-02-2025
44.5543866505123,37.54870389075334,enferma,hojaenfermaa.txt,06-02-2025
58.31428941390351,34.02090748711873,enferma,hojaenfermab.txt,06-02-2025
58.065785532946336,43.38686176394937,enferma,hojaenfermac.txt,06-02-2025
43.55272915701764,32.2660542806433,enferma,hojaenfermad.txt,06-02-2025
18.080218525217997,-5.548414961152627,sana,hojasanad 2.txt,06-02-2025
1.7174606352948818,-14.635579772519952,sana,hojasanab 2.txt,06-02-2025
8.254053561167332,-14.334488769748376,sana,hojasanac 2.txt,06-02-2025
-42.21712314602691,-5.445747808154362,sana,hojasanaa 2.txt,06-02-2025
-0.819756107765038,8.101771204427992,sana,hojasanaa.txt,061-02-2025
-16.807884077141896,-0.44922931811514005,sana,hojasanab.txt,061-02-2025
35.63687781492659,2.540048115301677,sana,hojasanac.txt,061-02-2025
25.943417804800053,-0.12478287374647784,sana,hojasanad.txt,061-02-2025
51.52471454351172,14.742881054748358,enferma,hojaenfermaa.txt,061-02-2025
20.140393367937534,18.45251319061852,enferma,hojaenfermab.txt,061-02-2025
35.360863888040406,3.6953339427626823,enferma,hojaenfermac.txt,061-02-2025
51.10542412259953,15.841256788339008,enferma,hojaenfermad.txt,061-02-2025
44.21221645322207,-2.416159876493532,seca,hojasecaa.txt,061-02-2025
25.77929304179714,-13.242588891421974,seca,hojasecab.txt,061-02-2025
19.404461266211122,-14.317212072489044,seca,hojasecac.txt,061-02-2025
33.98096795114345,-9.921487294747518,seca,hojasecad.txt,061-02-2025
13.718544110039584,-14.51066211017613,sana,hojasanaa.txt,062-02-2025
18.452048555259353,-22.104286999871743,sana,hojasanab.txt,062-02-2025
10.060057233274062,-22.2599708921156,sana,hojasanac.txt,062-02-2025
-3.361441172160557,-24.84250534801628,sana,hojasanad.txt,062-02-2025
22.384443841417262,-10.545129113381519,enferma,hojaenfermaa.txt,062-02-2025
17.428063683361724,3.387742514967637,enferma,hojaenfermab.txt,062-02-2025
42.65414931970761,-2.9690612521585393,enferma,hojaenfermac.txt,062-02-2025
45.77581111179582,1.8408448832159148,enferma,hojaenfermad.txt,062-02-2025
47.455440050897735,-9.66062893464455,seca,hojasecaa.txt,062-02-2025
54.86171509834875,-6.413096712180758,seca,hojasecab.txt,062-02-2025
30.68860201912162,-15.177608549326226,seca,hojasecac.txt,062-02-2025
38.237429700082195,-16.00682359403172,seca,hojasecad.txt,062-02-2025
2.9361249708032835,-10.419454781464127,sana,hojasanaa.txt,063-02-2025
-49.67892867606937,-7.268536240524438,sana,hojasanab.txt,063-02-2025
25.29974257152075,-6.490920268370335,sana,hojasanac.txt,063-02-2025
-4.392427375817048,-15.433770133876676,sana,hojasanad.txt,063-02-2025
5.474092689798654,91.25578941980666,enferma,hojaenfermab.txt,063-02-2025
30.229593937587445,33.12240510132421,enferma,hojaenfermac.txt,063-02-2025
-16.671079247925626,5.010679212721714,enferma,hojaenfermad.txt,063-02-2025
29.592113415017486,-4.8915283710523525,seca,hojasecaa.txt,063-02-2025
32.974633181039906,-7.427251621865275,seca,hojasecab.txt,063-02-2025
36.87303179934187,-5.099399813465554,seca,hojasecac.txt,063-02-2025
41.162863728458724,-5.411092350977253,seca,hojasecad.txt,063-02-2025
-73.22232130634731,12.848345580124297,sana,hojasanaa.txt,07-02-2025
-59.337556777111985,8.495742029955009,sana,hojasanab.txt,07-02-2025
-6.296467851916938,-3.8571813901256506,sana,hojasanac.txt,07-02-2025
-63.0543723679088,3.483274079507891,sana,hojasanad.txt,07-02-2025
-11.839538032540162,-3.728819080649352,enferma,hojaenfermaa.txt,07-02-2025
-37.91154780616888,-7.51766270754773,enferma,hojaenfermab.txt,07-02-2025
35.750526598104194,53.81672728064828,enferma,hojaenfermac.txt,07-02-2025
68.6515024599378,135.11331283105847,enferma,hojaenfermad.txt,07-02-2025
3.7546017782574146,-8.904629268756713,seca,hojasecaa.txt,07-02-2025
-7.252307923053172,-12.18334616504156,seca,hojasecab.txt,07-02-2025
8.659085844558197,-11.781379485080965,seca,hojasecac.txt,07-02-2025
-3.9983704063505194,-16.15497697978947,seca,hojasecad.txt,07-02-2025
7.704339323950061,-10.489087582244506,sana,hojasanaa.txt,071-02-2025
-10.695279729241381,-19.129164182284903,sana,hojasanab.txt,071-02-2025
1.0911456170050557,-17.247999752756257,sana,hojasanac.txt,071-02-2025
-32.250440226621315,-24.229289289441994,sana,hojasanad.txt,071-02-2025
17.79710442334187,3.3945864250889026,enferma,hojaenfermaa.txt,071-02-2025
31.09947541750921,21.45717998266985,enferma,hojaenfermab.txt,071-02-2025
51.82985851547353,23.22387842997648,enferma,hojaenfermad.txt,071-02-2025
28.373767572603214,-2.7983545464430284,seca,hojasecaa.txt,071-02-2025
32.38966310529279,-4.246615501119935,seca,hojasecab.txt,071-02-2025
25.76779182466368,-5.554647552372985,seca,hojasecac.txt,071-02-2025
30.989076418378755,-5.755797404562043,seca,hojasecad.txt,071-02-2025
-1.4824184936947113,-7.150702298327766,sana,hojasanaa.txt,072-02-2025
-32.689033672104365,-12.524853323003962,sana,hojasanab.txt,072-02-2025
-10.035989092008586,-19.169874125201297,sana,hojasanac.txt,072-02-2025
-5.916608304932083,-16.790855019424406,sana,hojasanad.txt,072-02-2025
26.635005167218015,20.49638618556355,enferma,hojaenfermaa.txt,072-02-2025
24.22227980609459,17.488006234037577,enferma,hojaenfermab.txt,072-02-2025
28.525908751433494,12.084984245264847,enferma,hojaenfermac.txt,072-02-2025
33.4700422870729,21.605805607041876,enferma,hojaenfermad.txt,072-02-2025
13.812303224624658,-21.5186241121952,seca,hojasecaa.txt,072-02-2025
12.344260434047369,-23.084250350841295,seca,hojasecab.txt,072-02-2025
12.351004408633779,-21.788566610944404,seca,hojasecac.txt,072-02-2025
16.0629758659431,-21.286023933667835,seca,hojasecad.txt,072-02-2025
18.459729769583834,-16.711913761692944,sana,hojasanaa.txt,073-02-2025
8.068080433634986,-24.879691798831793,sana,hojasanab.txt,073-02-2025
9.307814477299667,-24.815066083558442,sana,hojasanac.txt,073-02-2025
-15.744863863255572,-25.953362175792545,sana,hojasanad.txt,073-02-2025
39.43306757316798,-10.103961471168256,enferma,hojaenfermaa.txt,073-02-2025
21.49020012008694,-13.874277955583937,enferma,hojaenfermab.txt,073-02-2025
39.873358521551985,-2.9189428369419597,enferma,hojaenfermac.txt,073-02-2025
31.90155419938156,11.71668081718652,enferma,hojaenfermad.txt,073-02-2025
62.6446890987127,1.4059949927739503,seca,hojasecaa.txt,073-02-2025
63.971742882147865,1.849981221180055,seca,hojasecab.txt,073-02-2025
42.84715766039293,-10.80391275808382,seca,hojasecac.txt,073-02-2025
48.552574203365914,-9.40163476229825,seca,hojasecad.txt,073-02-2025
4.582558328912664,0.805470049844366,sana,hojasanaa.txt,074-02-2025
-34.79734167820661,-15.456768418063772,sana,hojasanab.txt,074-02-2025
-35.52913526072451,-19.873329243157496,sana,hojasanac.txt,074-02-2025
-33.50563536180389,-30.457256592678405,sana,hojasanad.txt,074-02-2025
-7.487171339251573,-13.50956028352059,enferma,hojaenfermaa.txt,074-02-2025
3.980981534523165,-9.554578789915732,enferma,hojaenfermab.txt,074-02-2025
15.387676981924068,-15.950775819291355,enferma,hojaenfermac.txt,074-02-2025
17.486562658627204,-17.675833395732,enferma,hojaenfermad.txt,074-02-2025
28.68296445727664,-20.331449910599538,seca,hojasecaa.txt,074-02-2025
24.86953789698958,-20.435166072945695,seca,hojasecab.txt,074-02-2025
28.398492526071543,-22.815204399658544,seca,hojasecac.txt,074-02-2025
25.979599784445604,-22.492312225481072,seca,hojasecad.txt,074-02-2025
41.860440471718384,-21.81450641377474,sana,hojasanaa.txt,075-02-2025
31.653326783990984,-22.174440413163495,sana,hojasanab.txt,075-02-2025
26.77749112962549,-29.767573194263186,sana,hojasanac.txt,075-02-2025
28.306044452151788,-29.477999562352917,sana,hojasanad.txt,075-02-2025
35.18332565981634,-17.97248978925054,enferma,hojaenfermaa.txt,075-02-2025
27.904168163112796,-21.88262102628085,enferma,hojaenfermab.txt,075-02-2025
39.13720542444946,-18.403196643907926,enferma,hojaenfermac.txt,075-02-2025
53.956601753075496,-11.248117713854697,enferma,hojaenfermad.txt,075-02-2025
29.86082629943432,-28.706840744847636,seca,hojasecaa.txt,075-02-2025
43.567988436121595,-22.494160313010227,seca,hojasecab.txt,075-02-2025
48.64404527283952,-19.694101039403456,seca,hojasecac.txt,075-02-2025
37.69190957171653,-26.212252357033073,seca,hojasecad.txt,075-02-2025
-2.650901542280535,-6.529547337946704,sana,hojasanaa.txt,08-02-2025
-35.031118108202946,-15.570894306344794,sana,hojasanab.txt,08-02-2025
-10.46006436839645,-15.779867075705342,sana,hojasanac.txt,08-02-2025
-56.12550365928287,-10.252545858997964,sana,hojasanad.txt,08-02-2025
24.558132080369433,26.500095724892727,enferma,hojaenferma.txt,08-02-2025
-67.61413996864634,9.427896547664306,enferma,hojaenfermab.txt,08-02-2025
31.634053461170375,33.6540413866665,enferma,hojaenfermac.txt,08-02-2025
31.249265310016977,39.31072160984496,enferma,hojaenfermad.txt,08-02-2025
3.878284522124472,-20.29652396916831,seca,hojasecaa.txt,08-02-2025
7.321468875907917,-17.417981163046232,seca,hojasecab.txt,08-02-2025
9.465819866932033,-22.20193770373199,seca,hojasecac.txt,08-02-2025
1.2173380269848815,-23.846881381418783,seca,hojasecad.txt,08-02-2025
20.75840320748682,-11.752692697360665,sana,hojasanaa.txt,081-02-2025
0.15805561797956627,-18.642934225471308,sana,hojasanab.txt,081-02-2025
-5.658415954779973,-25.59092626746329,sana,hojasanac.txt,081-02-2025
9.628366731809958,-21.698869976733718,sana,hojasanad.txt,081-02-2025
87.27156992127584,77.44059746612962,enferma,hojaenfermaa.txt,081-02-2025
100.4580856806046,92.06762161685563,enferma,hojaenfermab.txt,081-02-2025
90.34501319138128,59.88071134295315,enferma,hojaenfermac.txt,081-02-2025
93.43772836565118,75.41018067189631,enferma,hojaenfermad.txt,081-02-2025
26.103257521623284,-19.53966237975128,seca,hojasecaa.txt,081-02-2025
25.462965984505182,-20.815972873482018,seca,hojasecab.txt,081-02-2025
-30.615542453809518,-29.16104962100354,seca,hojasecac.txt,081-02-2025
8.856996169427541,-23.588933699423407,seca,hojasecad.txt,081-02-2025
-91.36308674880037,41.60599418395119,sana,hojasanaa.txt,082-02-2025
-126.7021335067904,50.079501921171584,sana,hojasanab.txt,082-02-2025
-82.87166351764438,24.425103106793088,sana,hojasanac.txt,082-02-2025
-144.6312172160392,51.60586101081659,sana,hojasanad.txt,082-02-2025
-39.5599210078713,64.6392015689518,enferma,hojaenfermaa.txt,082-02-2025
-15.647305840475479,110.47415853560061,enferma,hojaenfermab.txt,082-02-2025
-49.366815216352464,34.50006642648627,enferma,hojaenfermac.txt,082-02-2025
-55.17863255756353,45.68589972032562,enferma,hojaenfermad.txt,082-02-2025
-61.494448925680196,-3.182929314600328,seca,hojasecaa.txt,082-02-2025
-58.24022111109509,3.0223261059392046,seca,hojasecab.txt,082-02-2025
-52.39518702922255,-4.632736075511372,seca,hojasecac.txt,082-02-2025
-59.7905522070813,1.400038112404872,seca,hojasecad.txt,082-02-2025
-30.119366784276593,-6.10472234233983,sana,hojasanaa.txt,083-02-2025
-47.81889279471628,-4.488941270132393,sana,hojasanab.txt,083-02-2025
-38.80989568447598,-4.029624860653794,sana,hojasanac.txt,083-02-2025
-79.82462064964128,5.066917320039515,sana,hojasanad.txt,083-02-2025
-37.620441817181884,1.478826929007775,enferma,hojaenfermaa.txt,083-02-2025
-32.97067437809688,-3.5045018046000687,enferma,hojaenfermab.txt,083-02-2025
-24.17731337818566,12.021444434197427,enferma,hojaenfermac.txt,083-02-2025
2.067728498725226,54.74449635974929,enferma,hojaenfermad.txt,083-02-2025
-27.4865179529431,-12.486191591355956,seca,hojasecaa.txt,083-02-2025
-32.313728280901266,-10.383982647906915,seca,hojasecab.txt,083-02-2025
-26.749069436749323,-13.073615275976053,seca,hojasecac.txt,083-02-2025
-35.23032794888455,-14.79954603672276,seca,hojasecad.txt,083-02-2025
-69.6030268692984,47.68426905974395,sana,hojasanaa.txt,09-02-2025
-82.11211851601203,45.269950754101146,sana,hojasanab.txt,09-02-2025
-89.32335864888005,39.299555417085166,sana,hojasanac.txt,09-02-2025
-95.73260614386548,30.23832469877809,sana,hojasanad.txt,09-02-2025
-36.207269409039526,31.56648909288267,enferma,hojaenfermaa.txt,09-02-2025
-44.033860895673875,30.842984799319908,enferma,hojaenfermab.txt,09-02-2025
-47.6614900005928,30.12972838379469,enferma,hojaenfermac.txt,09-02-2025
-49.80986505051326,22.200818505891192,enferma,hojaenfermad.txt,09-02-2025
-39.02706386389716,3.4937851559626463,seca,hojasecaa.txt,09-02-2025
-32.81640386994789,5.034236749744786,seca,hojasecab.txt,09-02-2025
-24.587832195324516,0.6759881895998514,seca,hojasecac.txt,09-02-2025
-29.348828983819867,0.024932386700407982,seca,hojasecad.txt,09-02-2025
-46.39732275001052,-3.3695374020200792,sana,hojasanaa.txt,091-02-2025
-34.77039903150011,-2.9186141262103122,sana,hojasanab.txt,091-02-2025
-36.08397958937883,-8.781764449815414,sana,hojasanac.txt,091-02-2025
-57.48733618728885,-12.059066030127251,sana,hojasanad.txt,091-02-2025
-8.541395563904956,5.663267363374045,enferma,hojaenfermaa.txt,091-02-2025
-7.817538061818128,11.471517792213564,enferma,hojaenfermab.txt,091-02-2025
-12.978786323825958,1.5298233679588449,enferma,hojaenfermac.txt,091-02-2025
-26.77021202342193,-3.813643284663308,enferma,hojaenfermad.txt,091-02-2025
0.9754818718393837,-2.517250980723476,seca,hojasecaa.txt,091-02-2025
-12.812394260578545,-13.173296167838041,seca,hojasecab.txt,091-02-2025
-4.08523740026595,-8.404661680348479,seca,hojasecac.txt,091-02-2025
-25.77302413827918,-11.049870488595325,seca,hojasecad.txt,091-02-2025
-37.7307807345616,-16.052750730369848,sana,hojasanaa.txt,092-02-2025
-34.57432256928222,-16.990961160248073,sana,hojasanab.txt,092-02-2025
-32.956162412234455,-19.520769879288963,sana,hojasanac.txt,092-02-2025
-63.78653545310732,-11.36898705679874,sana,hojasanad.txt,092-02-2025
-16.287913705964453,0.14041085945273798,enferma,hojaenfermaa.txt,092-02-2025
-2.8591045380739817,0.5227628516967175,enferma,hojaenfermab.txt,092-02-2025
-8.130294618280894,-1.2114032067844522,enferma,hojaenfermac.txt,092-02-2025
1.2908366022366808,34.14089703448427,enferma,hojaenfermad.txt,092-02-2025
-9.521549109658418,-13.665990299920802,seca,hojasecaa.txt,092-02-2025
-10.057514449517974,-12.882635475669431,seca,hojasecab.txt,092-02-2025
-15.092707682600315,-16.331167567626583,seca,hojasecac.txt,092-02-2025
-14.712999135447468,-16.72470118919262,seca,hojasecad.txt,092-02-2025
-5.9822041653708125,-4.13604483387258,sana,hojasanaa.txt,093-02-2025
-44.967906763029916,-18.187747698747764,sana,hojasanab.txt,093-02-2025
-13.74580302424697,-17.99013013950247,sana,hojasanac.txt,093-02-2025
-24.003989359375254,-14.543182717408724,sana,hojasanad.txt,093-02-2025
10.208640330682622,-2.9222310423195026,enferma,hojaenfermaa.txt,093-02-2025
0.8723775258260871,-14.102190952618995,enferma,hojaenfermab.txt,093-02-2025
-6.276838367742189,-4.590554058562255,enferma,hojaenfermac.txt,093-02-2025
4.793017599488871,-3.095573535663778,enferma,hojaenfermad.txt,093-02-2025
2.993949382746178,-21.121804333905942,seca,hojasecaa.txt,093-02-2025
16.92780856594434,-17.572618973951155,seca,hojasecab.txt,093-02-2025
3.73334143593696,-23.569130975245074,seca,hojasecac.txt,093-02-2025
13.578753128023349,-20.83085007182591,seca,hojasecad.txt,093-02-2025
